index,lng_bor,area,hor_overl,vrt_overl,clr_score,cluster_clr_score
ISIC_0014186,64773,1651682,102081,23088,1,2.313195
ISIC_0014187,18078,98999,1559,6141,2,2.022518
ISIC_0014189,155124,6430004,229075,334529,2,2.399746
ISIC_0014190,39,549111,138064,89142,2,1.900391
ISIC_0014191,100962,3345950,178559,149791,1,2.350140
ISIC_0014195,23502,221374,7693,6082,2,2.424730
ISIC_0014197,72222,1754034,58700,76267,2,2.047997
ISIC_0014211,75630,1342298,37286,35210,1,2.067276
ISIC_0014212,129471,6138612,430207,505101,2,2.429819
ISIC_0014216,105528,2129966,58518,138567,2,2.440572
ISIC_0014217,166554,4330584,182882,284106,2,2.046777
ISIC_0014219,78201,2255145,172131,81930,1,2.199165
ISIC_0014221,94599,3389037,64500,152400,2,2.220041
ISIC_0014222,97386,3613672,181398,277627,2,2.441933
ISIC_0014225,39,283627,20303,20834,2,2.294324
ISIC_0014229,40338,541484,13093,12766,2,2.459757
ISIC_0014233,85980,2559566,167469,100556,1,2.103117
ISIC_0014238,52773,870563,14873,15739,2,1.957557
ISIC_0014248,39,79221,9483,8936,2,1.934243
ISIC_0014249,118593,2154146,184063,133936,2,2.270685
ISIC_0014251,49293,963505,14285,18128,2,2.305954
ISIC_0014253,28836,212980,3310,4673,1,2.195023
ISIC_0014255,95016,3506764,87120,67014,2,2.257896
ISIC_0014263,38472,336870,14832,6575,1,2.269062
ISIC_0014264,105300,2141863,66061,78000,1,2.284661
ISIC_0014270,54174,1133611,10768,19551,1,2.233921
ISIC_0014272,51216,1183730,29003,26049,1,2.317698
ISIC_0014273,86490,1397190,62705,62960,1,1.953583
ISIC_0014274,38934,329998,3978,6727,1,2.395959
ISIC_0014278,32055,410175,7371,5164,1,2.255881
ISIC_0014284,68313,315876,14381,19992,2,2.257121
ISIC_0014286,22530,111928,2130,3727,2,2.417452
ISIC_0014288,69681,2077044,53453,12780,1,2.427278
ISIC_0014289,124044,4444554,143316,168783,2,2.218304
ISIC_0014290,51297,629414,14608,12159,2,2.381273
ISIC_0014291,56319,1183051,22837,23248,2,2.352073
ISIC_0014299,17511,113082,2183,2699,1,2.294911
ISIC_0014302,55257,577799,27908,44318,1,2.027360
ISIC_0014308,68661,944913,43209,37834,1,2.200880
ISIC_0014310,47679,588260,14316,9887,2,2.109972
ISIC_0014311,100509,2944012,76264,299923,2,2.403201
ISIC_0014316,77595,1101192,53618,72220,2,2.256367
ISIC_0014317,50028,513006,16421,19831,2,2.076628
ISIC_0014319,75366,470388,40077,73729,2,2.340552
ISIC_0014324,111837,4687309,149375,148388,2,2.072254
ISIC_0014325,116994,2612321,229406,253998,2,1.920353
ISIC_0014327,68688,1515399,126283,86646,2,2.141448
ISIC_0014328,62118,1069745,36857,68540,1,2.271555
ISIC_0014331,105171,3958636,53671,73840,2,2.446180
ISIC_0014336,94755,3817920,66982,62941,2,2.054691
ISIC_0014337,60885,672916,38310,89880,2,2.164025
ISIC_0014341,158862,5789757,84737,124679,2,2.519827
ISIC_0014346,24012,134073,3493,3889,2,2.200164
ISIC_0014347,76518,1825967,97880,154609,1,2.366089
ISIC_0014349,62307,1511390,49640,65171,2,2.023339
ISIC_0014353,23205,175863,2933,3551,2,2.241966
ISIC_0014357,87594,1561904,47192,49398,1,2.428269
ISIC_0014360,48513,524947,42765,31453,2,2.001361
ISIC_0014361,52095,649390,26844,24992,3,2.431711
ISIC_0014365,174852,7209477,181047,174712,2,2.386260
ISIC_0014366,93555,1442920,150940,79648,2,2.140599
ISIC_0014369,80289,2521509,43485,211315,2,2.173548
ISIC_0014372,114825,3627834,267594,432801,1,2.058319
ISIC_0014382,97482,2722414,160281,170036,2,2.381529
ISIC_0014385,122526,5369663,493186,310377,1,2.475138
ISIC_0014386,95130,3421886,81116,66592,1,2.059170
ISIC_0014392,88632,3046505,68100,104835,2,2.460202
ISIC_0014393,44124,787197,15428,7138,1,2.420916
ISIC_0014394,45678,443735,9484,10936,2,2.204101
ISIC_0014395,93147,1881134,73591,112607,1,2.019788
ISIC_0014397,103965,2226250,124067,124074,2,2.424613
ISIC_0014409,71679,489954,8946,17319,1,2.280172
ISIC_0014410,64059,788456,27241,30811,2,2.395806
ISIC_0014419,100188,3640132,26882,197294,1,2.327817
ISIC_0014422,188082,4896783,430428,218652,1,2.379675
ISIC_0014423,56622,1260874,30859,16540,1,2.181925
ISIC_0014428,38496,524260,8164,10056,2,2.384363
ISIC_0014430,58440,1194551,21745,25639,2,2.357243
ISIC_0014431,23508,178863,3003,7067,2,2.161510
ISIC_0014432,28668,297998,2209,2164,2,1.919066
ISIC_0014433,62334,546282,49014,61787,2,2.214637
ISIC_0014434,45405,848385,5160,49477,2,2.424694
ISIC_0014438,73941,1192768,15951,25150,2,2.254233
ISIC_0014440,16638,82240,4806,4540,2,2.100118
ISIC_0014441,52293,631691,35118,20021,1,2.338480
ISIC_0014453,39906,357434,6544,5269,2,2.193820
ISIC_0014454,114426,5282477,175632,78543,1,2.138844
ISIC_0014457,124068,5891372,138859,167049,1,2.418052
ISIC_0014458,32211,326956,10724,11562,2,2.254368
ISIC_0014469,51696,578005,5040,6471,1,2.261739
ISIC_0014470,54660,696188,25434,16089,1,1.971084
ISIC_0014473,61161,1512081,103614,49576,2,2.159753
ISIC_0014474,69318,1929712,43126,29038,1,2.325778
ISIC_0014475,54,665782,87312,95275,2,2.102320
ISIC_0014476,46752,463615,34142,35213,2,2.294723
ISIC_0014478,75858,404123,14439,20418,3,2.289837
ISIC_0014480,59067,1254948,52247,32103,2,2.194086
ISIC_0014486,54627,607312,35471,25980,2,2.157047
ISIC_0014489,135219,6875778,278012,191380,1,2.420553
ISIC_0014490,63,317234,21106,19568,1,1.982504
ISIC_0014498,50076,544261,8642,9923,2,2.198059
ISIC_0014500,91179,3371960,53874,59457,1,1.938179
ISIC_0014501,88812,1516574,44875,30570,2,2.050121
ISIC_0014502,45864,743749,39924,55043,1,1.986244
ISIC_0014503,59667,1452897,11707,23264,1,2.391077
ISIC_0014504,56622,1319782,46044,50896,2,2.336929
ISIC_0014506,134274,6136019,80263,70720,1,2.140577
ISIC_0014507,57156,762147,55009,29880,2,2.183826
ISIC_0014511,21594,184815,1447,3259,2,2.013969
ISIC_0014513,51606,1028564,38675,53747,2,2.112815
ISIC_0014515,107841,2658541,52066,69263,1,2.218252
ISIC_0014516,53958,780347,16711,9926,2,2.078452
ISIC_0014518,67344,1728357,19282,16648,2,2.367603
ISIC_0014522,34482,323241,28856,14168,3,2.467796
ISIC_0014525,36168,471546,6067,11762,2,2.365009
ISIC_0014526,43128,445216,8401,12511,1,2.425600
ISIC_0014527,102843,3978044,59892,324361,1,2.157246
ISIC_0014529,18960,88868,1723,2205,1,2.242469
ISIC_0014535,69471,1299038,28171,22226,1,1.979099
ISIC_0014537,84207,2666636,52959,82280,2,2.344936
ISIC_0014541,87846,3008940,49698,62233,2,2.449405
ISIC_0014542,94164,3383504,38822,75861,2,2.401040
ISIC_0014543,64962,878354,54320,66288,2,2.367453
ISIC_0014545,56550,725099,13132,11125,2,2.101967
ISIC_0014546,132270,7105511,224269,87562,1,2.297485
ISIC_0014547,14934,88955,2170,2120,2,1.930965
ISIC_0014548,75180,2309862,27666,28921,2,1.971190
ISIC_0014554,83997,1920103,111050,86120,1,2.039989
ISIC_0014557,105468,2656548,41860,31294,0,1.984936
ISIC_0014558,112689,2090063,70370,103987,2,2.176933
ISIC_0014559,95307,3788253,37931,76350,2,2.372698
ISIC_0014567,65808,503928,8111,13254,2,2.207422
ISIC_0014568,34077,477441,4334,12779,1,2.072551
ISIC_0014569,63825,821134,13038,18212,2,2.370320
ISIC_0014570,39,290436,38481,35434,2,2.307849
ISIC_0014571,23874,129087,3040,1631,1,2.038491
ISIC_0014572,27315,272899,8880,7748,2,2.056876
ISIC_0014573,39,182906,30887,26714,1,2.000496
ISIC_0014574,41532,173155,10529,9937,1,2.268735
ISIC_0014575,47364,233218,18026,9603,0,2.234936
ISIC_0014576,35733,292836,9189,13591,0,2.088242
ISIC_0014577,57726,602633,30969,24807,0,2.143345
ISIC_0014578,43593,347610,12929,60284,0,2.236185
ISIC_0014579,61845,913510,35372,44605,1,2.408644
ISIC_0014580,60120,1011486,58146,52404,1,2.378720
ISIC_0014581,63129,1216201,47542,49613,1,2.396880
ISIC_0014582,59454,1102402,21057,20065,1,2.416623
ISIC_0014583,72,256689,15688,15780,1,2.085289
ISIC_0014585,49470,533142,21154,23315,1,1.942631
ISIC_0014586,101586,3990326,95972,64166,2,2.137039
ISIC_0014587,51153,201892,14443,7270,1,2.391810
ISIC_0014588,15243,42229,744,1207,2,2.363613
ISIC_0014589,20091,127189,1917,4131,2,2.361120
ISIC_0014590,17121,100456,2549,2254,2,2.257116
ISIC_0014591,13275,40641,629,1044,2,2.091657
ISIC_0014592,16347,109732,2090,1530,2,2.283105
ISIC_0014593,73734,1095873,42494,45197,2,2.170652
ISIC_0014594,47079,498390,5212,12945,2,2.350538
ISIC_0014595,41985,366653,12488,15864,1,2.084621
ISIC_0014596,19569,89815,1783,6382,1,2.091030
ISIC_0014597,13413,59486,1192,1220,1,1.860424
ISIC_0014598,29235,200226,4045,4263,1,2.068771
ISIC_0014599,90534,1522207,55603,135327,2,2.104418
ISIC_0014600,50295,226428,12383,8335,2,2.165902
ISIC_0014601,43479,726558,30331,12559,1,2.371112
ISIC_0014602,55725,1033653,51481,53465,1,2.360021
ISIC_0014603,96,588370,88984,56432,2,2.159533
ISIC_0014605,107409,1642381,170667,191255,2,2.140577
ISIC_0014606,81204,2209761,74256,112040,3,2.478806
ISIC_0014607,85809,2063622,69727,205050,1,2.098340
ISIC_0014608,49440,800369,46399,51510,1,2.031963
ISIC_0014609,83298,1763683,62199,164696,3,2.435808
ISIC_0014610,26145,182426,13551,12604,2,2.398585
ISIC_0014611,49794,1039659,16316,44535,2,2.159518
ISIC_0014612,43293,311409,8837,39215,1,2.158828
ISIC_0014613,30675,198610,7444,12913,2,2.347055
ISIC_0014615,54,177900,20520,12647,1,2.260721
ISIC_0014616,23121,175005,3718,5215,2,2.054845
ISIC_0014617,23328,127557,2086,3118,2,2.381293
ISIC_0014618,34281,204223,12068,8865,2,1.984248
ISIC_0014619,32499,404920,4243,6463,1,2.452598
ISIC_0014620,30078,351169,3846,15087,1,2.264088
ISIC_0014621,72237,1762479,35077,27472,1,2.442284
ISIC_0014622,24228,173335,16037,13896,2,2.352120
ISIC_0014623,93687,1933662,39281,63130,1,2.163168
ISIC_0014624,52209,495084,28494,51184,2,2.174590
ISIC_0014625,39,1113313,212606,194406,1,2.026239
ISIC_0014626,80673,2614844,137593,97177,1,2.334598
ISIC_0014627,84213,517800,14911,16854,1,2.381117
ISIC_0014628,40392,311084,20768,26250,1,2.297171
ISIC_0014629,96351,615885,26592,79960,1,2.340663
ISIC_0014630,33459,264310,4710,9902,1,2.167347
ISIC_0014631,34338,121386,4821,4591,1,2.175955
ISIC_0014632,15084,49973,1054,2398,1,2.033242
ISIC_0014633,18987,96874,2414,5570,1,2.223878
ISIC_0014634,65469,1518111,26136,35668,1,2.324029
ISIC_0014635,43980,613614,7135,46557,0,2.356667
ISIC_0014636,46788,544568,39147,16257,1,2.143772
ISIC_0014637,27591,289274,4074,11626,1,2.393595
ISIC_0014638,39,764891,100516,42547,1,2.104034
ISIC_0014639,42468,609329,36442,26383,1,2.188282
ISIC_0014640,61077,809496,43084,32306,1,2.012190
ISIC_0014641,33492,242308,7114,5867,1,2.216575
ISIC_0014642,39804,456068,18469,11619,1,2.182894
ISIC_0014643,137622,686414,52496,40955,1,2.264111
ISIC_0014644,161817,1167424,222060,77842,1,2.158451
ISIC_0014645,149343,8237814,484420,169871,1,2.346381
ISIC_0014646,54,275377,11942,11652,1,2.284513
ISIC_0014647,75138,181942,12645,17067,2,2.428444
ISIC_0014648,128682,1157286,29722,63018,2,2.407405
ISIC_0014649,71727,557740,16075,23319,1,2.313599
ISIC_0014650,57189,676359,21854,44303,1,2.144943
ISIC_0014651,29052,231877,4601,6756,2,1.991127
ISIC_0014652,89544,2911027,64387,21904,1,2.363832
ISIC_0014653,88533,2136514,270441,310303,2,2.435099
ISIC_0014654,186,1078869,168257,180741,1,2.413651
ISIC_0014657,120645,3196198,75553,131656,2,2.533617
ISIC_0014658,168486,5560553,207087,247646,3,2.481797
ISIC_0014661,147441,4887861,45687,76249,2,2.456037
ISIC_0014663,641490,13244393,632185,457800,2,2.178160
ISIC_0014664,204543,16454524,181860,307700,3,2.460299
ISIC_0014665,113802,3033349,52786,52939,2,2.197369
ISIC_0014666,184134,13850348,1388719,1624587,2,2.465069
ISIC_0014667,113127,3277369,78383,75634,2,2.296087
ISIC_0014675,313932,3028761,287288,216296,2,2.235808
ISIC_0014677,124167,5789196,149758,140384,2,2.160694
ISIC_0014680,192147,6596602,374789,137313,2,2.034833
ISIC_0014682,314475,19995176,1159115,935971,2,2.195582
ISIC_0014683,189654,7018071,168999,159811,2,2.402152
ISIC_0014684,39,1920485,88995,140024,2,2.518140
ISIC_0014685,69999,1165101,49605,40406,3,2.502891
ISIC_0014687,162555,10672848,64130,268150,2,2.275120
ISIC_0014688,359130,24074876,475624,602971,2,2.390847
ISIC_0014692,113664,2762570,47404,50430,3,2.516481
ISIC_0014693,305232,19224551,511513,1115617,2,2.185435
ISIC_0014694,200067,8805325,156220,165673,3,2.483793
ISIC_0014695,532671,6643725,179156,593875,2,2.426233
ISIC_0014696,269490,14640609,165391,402958,2,2.224471
ISIC_0014697,112992,4982464,79101,134220,3,2.516070
ISIC_0014698,213375,2779777,24083,51994,3,2.501837
ISIC_0014699,209925,15997981,518619,690508,2,2.118240
ISIC_0014702,82284,2663099,57610,32919,2,2.065817
ISIC_0014703,206562,18781835,1676433,1217262,2,2.390279
ISIC_0014707,117279,3027504,105872,95932,2,2.241863
ISIC_0014708,201507,7559920,282813,557370,3,2.454404
ISIC_0014711,187731,8181963,467833,329115,2,2.420319
ISIC_0014712,218568,22315188,905210,1010181,3,2.520413
ISIC_0014713,169743,7012454,475584,158707,2,2.247589
ISIC_0014714,298527,19760699,1048754,608803,2,2.392231
ISIC_0014715,148806,3949736,242554,230189,3,2.282309
ISIC_0014716,164727,11428991,234030,152525,3,2.513281
ISIC_0014720,199911,14484163,457976,224955,2,2.218977
ISIC_0014722,277788,15696915,585867,581192,2,2.250124
ISIC_0014723,244638,12054297,306683,400102,2,2.418845
ISIC_0014724,322626,20200243,515499,855449,2,2.194575
ISIC_0014725,457041,8855381,244793,283567,2,2.284079
ISIC_0014726,195879,12143219,381018,571408,2,2.431795
ISIC_0014727,181803,12560405,227858,320643,2,2.439080
ISIC_0014728,455298,13810192,239039,377156,2,2.188899
ISIC_0014729,204045,16840801,257411,429214,3,2.496127
ISIC_0014730,99510,3606871,95611,73843,3,2.283655
ISIC_0014731,63,3088042,175932,144167,2,2.012507
ISIC_0014735,235320,19375456,586130,588383,2,2.236048
ISIC_0014739,160005,4129633,206059,308321,3,2.373489
ISIC_0014740,27,16056759,327261,499673,2,2.413924
ISIC_0014742,276813,17162025,139727,421833,2,2.448791
ISIC_0014743,189336,12025281,224460,303825,2,2.439182
ISIC_0014745,169935,7459363,478898,310020,3,2.472811
ISIC_0014746,546786,16981513,359378,329407,3,2.431444
ISIC_0014748,231969,12649816,483497,445218,3,2.467494
ISIC_0014749,426288,10714597,272327,245363,2,2.443107
ISIC_0014753,153,14725804,351902,586735,2,2.221136
ISIC_0014754,164682,9069708,90226,96128,2,2.295033
ISIC_0014755,353631,7848915,138259,153007,1,2.193455
ISIC_0014760,305022,19509206,455772,357905,2,2.406580
ISIC_0014762,274185,20829232,915137,974677,3,2.319818
ISIC_0014763,223908,16637991,457892,303770,2,2.434208
ISIC_0014765,755028,7996098,323098,279292,2,2.425425
ISIC_0014766,171432,13458974,844535,183374,2,2.504466
ISIC_0014768,314478,3460050,85435,88222,2,2.223496
ISIC_0014769,242277,12480780,291743,627934,2,2.425150
ISIC_0014770,137790,4417361,75925,89557,2,2.516622
ISIC_0014771,278190,12504881,464098,1805725,3,2.495025
ISIC_0014772,191157,13798567,167548,244146,2,2.421793
ISIC_0014773,343173,5936468,221109,289199,3,2.472643
ISIC_0014775,279378,18437938,1030512,674275,2,2.445155
ISIC_0014778,100836,2303766,52815,51574,3,2.456171
ISIC_0014779,150603,5405624,257578,294450,2,2.401359
ISIC_0014780,406578,6457745,223569,343748,2,2.435918
ISIC_0014782,181233,6901951,102488,79322,2,2.458844
ISIC_0014783,206580,7964030,233647,242299,2,2.164181
ISIC_0014784,2613,18357812,614583,892125,2,2.464794
ISIC_0014785,185637,6206132,479249,336272,2,2.441798
ISIC_0014786,207897,16190984,169756,242794,2,2.258700
ISIC_0014787,36,17601168,1072411,1437814,2,2.244071
ISIC_0014788,39,3301510,380904,310612,3,2.471245
ISIC_0014790,190986,22319470,2167350,2104363,2,2.515211
ISIC_0014791,232440,17900669,621763,749886,3,2.455378
ISIC_0014792,114141,1226101,32563,29979,2,2.477446
ISIC_0014793,122649,4694885,292419,245839,2,2.480073
ISIC_0014794,72,10962669,427256,306029,2,2.154462
ISIC_0014795,133185,5506750,303983,461843,3,2.415205
ISIC_0014796,278886,4078874,104571,104156,3,2.469135
ISIC_0014797,39,1180355,34786,58529,3,2.446756
ISIC_0014798,709617,9292583,236036,259286,2,2.182400
ISIC_0014800,294174,8016537,555554,382892,2,2.076351
ISIC_0014802,39,3682948,116184,179886,3,2.520691
ISIC_0014803,286731,17022365,365615,362052,2,2.488164
ISIC_0014804,158673,6643343,102020,99916,3,2.494162
ISIC_0014805,101769,2105876,92445,93303,3,2.478610
ISIC_0014806,174606,6033178,272342,108439,2,2.538924
ISIC_0014807,500988,17923886,491630,763513,2,2.245002
ISIC_0014808,169662,6447629,230277,159889,3,2.496122
ISIC_0014809,156996,4790726,124896,159919,3,2.453587
ISIC_0014811,217224,9807272,410458,241436,2,2.336770
ISIC_0014812,103122,2157108,30225,69015,2,2.528514
ISIC_0014814,255477,4241218,98133,239253,2,2.283412
ISIC_0014815,458643,6359541,341840,273692,2,2.285400
ISIC_0014818,277473,13451818,452253,466115,2,2.096698
ISIC_0014819,297084,18379516,562418,1280449,2,2.075383
ISIC_0014820,99147,1389542,62151,24997,3,2.494085
ISIC_0014821,124170,4059780,103581,177796,2,2.269313
ISIC_0014822,152577,9404323,103131,208488,2,2.482854
ISIC_0014823,103209,2444982,56973,85205,2,2.531322
ISIC_0014825,235605,11228141,346533,206452,2,2.307096
ISIC_0014826,189798,13786148,170264,219334,3,2.455971
ISIC_0014829,112062,2634103,198414,99802,2,2.116681
ISIC_0014830,177693,9742488,461734,252285,2,2.092646
ISIC_0014831,246297,10717030,474038,470690,2,2.233610
ISIC_0014832,221067,7857928,795088,360570,2,2.154756
ISIC_0014833,254658,24940460,451355,658497,2,2.415596
ISIC_0014834,155175,5760393,149319,191680,3,2.427525
ISIC_0014835,178740,12751990,545388,424513,2,2.202870
ISIC_0014836,99,6657523,567172,605926,2,2.476118
ISIC_0014838,268371,13366077,711577,621375,2,2.227275
ISIC_0014839,138180,4097981,227082,130993,2,2.394027
ISIC_0014843,148626,8054260,355985,229315,2,2.243042
ISIC_0014844,368439,4031695,127616,199121,2,2.224988
ISIC_0014845,105285,4343772,69129,97332,3,2.472021
ISIC_0014846,279267,16106349,417768,391522,2,2.451939
ISIC_0014848,85929,2640552,87160,101038,3,2.511004
ISIC_0014849,166338,6264320,418592,336947,2,2.402494
ISIC_0014850,118677,4609371,190089,349680,2,2.114290
ISIC_0014851,167025,5079266,155846,108896,2,2.094785
ISIC_0014853,167166,2429653,138615,110263,2,2.304109
ISIC_0014854,577641,13801329,457748,567166,3,2.290100
ISIC_0014855,199350,6991714,557323,384908,2,2.226735
ISIC_0014857,242277,16802519,605834,658775,2,2.425832
ISIC_0014860,149376,6820374,300261,335462,2,2.239381
ISIC_0014862,847875,11987188,626194,1539986,2,2.443336
ISIC_0014863,113613,5268398,87974,190843,2,2.204232
ISIC_0014866,178380,5791358,165407,150242,2,2.264734
ISIC_0014867,231885,4166354,180065,185707,2,2.205864
ISIC_0014868,710487,14900469,265143,308538,2,2.256951
ISIC_0014869,220794,8434657,451429,397096,3,2.212099
ISIC_0014872,192804,17792717,556331,305454,2,2.425935
ISIC_0014876,177405,12192346,338673,402733,2,2.523355
ISIC_0014879,83142,908828,12881,12734,3,2.476862
ISIC_0014883,406761,10013170,508097,820511,3,2.413978
ISIC_0014890,92541,3471549,119374,122869,3,2.299456
ISIC_0014891,287925,15721069,456882,433126,2,2.457582
ISIC_0014897,159582,6472536,93339,147855,3,2.517703
ISIC_0014898,249495,12613126,333172,465755,2,2.517822
ISIC_0014901,348561,5644910,146413,133046,2,2.399223
ISIC_0014903,191904,5822553,301262,236493,2,2.278210
ISIC_0014904,134670,5489685,213128,252961,2,1.963738
ISIC_0014907,107775,4399142,57318,103437,2,2.441509
ISIC_0014908,112035,4347667,327451,235248,3,2.349861
ISIC_0014910,754170,14861597,267204,423412,2,2.416048
ISIC_0014911,184653,14040069,189193,213672,2,2.451944
ISIC_0014912,303,11568585,1760618,1398614,2,2.305673
ISIC_0014913,255996,11341940,526150,454754,2,2.201761
ISIC_0014915,291414,13797334,512088,592527,3,2.247140
ISIC_0014919,124242,5241528,99826,67436,2,2.451597
ISIC_0014920,135567,3891086,63442,58467,3,2.283251
ISIC_0014921,357288,7181267,219105,251599,3,2.443373
ISIC_0014922,225975,11441673,229141,276657,2,2.426913
ISIC_0014923,97950,2496240,66884,90367,3,2.333941
ISIC_0014925,88311,3171341,213926,49707,2,2.170570
ISIC_0014926,157644,5201282,180058,153251,3,2.154314
ISIC_0014927,801084,15994989,235189,512555,2,2.233443
ISIC_0014928,250392,2795245,59479,67826,2,2.414925
ISIC_0014929,68193,1622206,49248,20904,2,2.513266
ISIC_0014930,149421,4690584,116894,93694,3,2.522554
ISIC_0014931,223872,7888475,425831,466441,3,2.418338
ISIC_0014932,303,16778348,855633,778002,3,2.498864
ISIC_0014933,91401,1889397,32345,29032,3,2.384669
ISIC_0014936,533787,6057194,610913,231900,3,2.324818
ISIC_0014937,285294,22100389,411579,400596,2,2.446315
ISIC_0014938,504990,5609329,324934,494545,2,2.443899
ISIC_0014940,453162,7432117,236567,282636,2,2.197176
ISIC_0014941,527940,8920192,272646,320311,2,2.228036
ISIC_0014942,292209,2907305,61472,80315,3,2.378586
ISIC_0014943,305163,4611017,89524,114003,3,2.360931
ISIC_0014944,319386,3667029,186076,113089,2,2.227989
ISIC_0014945,85128,1548179,27554,25430,3,2.524042
ISIC_0014946,205959,9216600,185731,302265,3,2.481180
ISIC_0014947,276852,6895810,221011,163915,2,2.204041
ISIC_0014948,420,21552029,1067710,1090632,2,2.409362
ISIC_0014949,519438,10618972,359999,245044,2,2.224756
ISIC_0014951,226593,16339805,663928,920949,2,2.241273
ISIC_0014952,160746,10093109,460625,78316,3,2.484542
ISIC_0014955,255471,3596271,99635,83126,2,2.152124
ISIC_0014956,159252,10245484,162855,168107,3,2.311660
ISIC_0014957,625761,10299957,574068,589122,3,2.359042
ISIC_0014958,188673,10575059,539155,479671,3,2.417567
ISIC_0014959,349149,4930331,157044,117269,2,2.248923
ISIC_0014961,27,16217535,1310882,875293,2,2.131024
ISIC_0014962,191715,13902062,421395,306242,2,2.452118
ISIC_0014963,660120,21845926,528352,765273,2,2.209854
ISIC_0014964,597972,12117710,196397,211111,2,2.257393
ISIC_0014966,72,10914026,427493,545593,2,2.280576
ISIC_0014968,654249,12744017,451968,451251,2,2.218585
ISIC_0014969,154965,9182627,127134,119640,3,2.530267
ISIC_0014973,233562,19979112,370573,670309,2,2.270749
ISIC_0014974,244497,4602131,138574,123427,3,2.304919
ISIC_0014975,188130,11106670,214294,300890,3,2.335677
ISIC_0014977,230151,3200435,166617,115192,2,2.239666
ISIC_0014979,170802,12503681,595523,573112,2,2.186349
ISIC_0014982,164241,11066073,312107,375112,2,2.483181
ISIC_0014983,208284,10483781,375454,351304,2,2.455591
ISIC_0014985,292866,16898702,513513,1419533,2,2.397498
ISIC_0014987,138819,5115313,371684,233483,2,2.402380
ISIC_0014989,179502,7250096,279262,293247,2,2.312244
ISIC_0014992,355404,8405346,137195,194777,2,2.404445
ISIC_0014994,187938,2433839,52390,64576,3,2.467067
ISIC_0014998,183996,12852253,227196,165330,2,2.515548
ISIC_0015002,513681,14304764,431417,531762,2,2.431563
ISIC_0015003,194574,12075958,1138412,861623,2,2.453382
ISIC_0015004,190392,16968873,530314,692799,2,2.276350
ISIC_0015005,140634,5128155,444704,340422,2,2.081413
ISIC_0015006,147237,5232280,81789,69645,1,2.364044
ISIC_0015007,375000,6632922,227272,178793,2,2.125855
ISIC_0015008,445962,24557573,1339208,1250082,2,2.394703
ISIC_0015009,320460,23368529,713103,388111,2,2.423648
ISIC_0015011,444204,21039096,1643015,1413530,2,2.362609
ISIC_0015013,579066,14666968,2623654,2724207,2,2.307601
ISIC_0015015,188538,13703525,456402,337698,2,2.450487
ISIC_0015016,661962,15141602,653395,560175,2,2.121670
ISIC_0015018,112905,5080400,114109,231318,2,2.411873
ISIC_0015019,519477,13671071,484246,446708,2,2.232854
ISIC_0015020,203358,18701276,995292,659514,2,2.405384
ISIC_0015021,339738,5896936,237833,209258,2,2.336546
ISIC_0015023,126159,6090677,63973,71329,3,2.552970
ISIC_0015026,113124,1177998,16055,22186,3,2.490665
ISIC_0015030,486975,5744487,136843,174061,2,2.294809
ISIC_0015031,165303,10682842,689062,519777,2,2.236461
ISIC_0015032,182694,6692121,257326,362282,3,2.282767
ISIC_0015034,175887,4289430,65666,67069,2,2.525739
ISIC_0015035,84108,874695,40547,35721,3,2.480528
ISIC_0015037,644367,16692029,475627,391397,2,2.420339
ISIC_0015038,238095,18387890,508989,328025,3,2.510352
ISIC_0015040,75603,2188620,78122,97461,2,2.379898
ISIC_0015041,233628,4377893,232089,202042,3,2.308175
ISIC_0015043,192090,9762790,155781,95684,2,2.257849
ISIC_0015044,176151,6892679,109637,562709,3,2.453832
ISIC_0015045,227166,11656769,400070,606270,2,2.312148
ISIC_0015046,488583,8892973,1142953,607571,2,2.305891
ISIC_0015050,27,18583598,946392,681206,3,2.350975
ISIC_0015051,593730,6759749,449222,255644,2,2.208732
ISIC_0015056,633885,15127556,743803,546890,2,2.362559
ISIC_0015057,163113,9903168,254857,209424,2,2.200279
ISIC_0015060,152859,9115640,179368,283529,3,2.465611
ISIC_0015062,45,27457378,242395,624405,3,2.505147
ISIC_0015064,66,17845381,569776,873688,2,2.161810
ISIC_0015071,154557,8139435,480305,312948,3,2.536837
ISIC_0015078,209955,15100502,819272,320307,2,2.436005
ISIC_0015079,156132,4971068,379882,220655,3,2.374555
ISIC_0015082,266490,13943055,984328,1099374,2,2.099189
ISIC_0015089,194034,16092976,744056,753992,3,2.467327
ISIC_0015102,565956,19281335,357238,427280,2,2.098288
ISIC_0015108,225393,11031211,938661,1420250,2,2.164926
ISIC_0015109,229476,10197789,591604,339118,3,2.531804
ISIC_0015110,241911,7618841,456139,445567,3,2.469534
ISIC_0015112,215667,11890933,630710,228349,2,2.168812
ISIC_0015113,130773,6181995,123283,162390,2,2.486215
ISIC_0015115,188343,11905850,353614,436126,2,2.084025
ISIC_0015118,211479,17735986,950627,751268,3,2.486896
ISIC_0015119,235359,20392476,1068185,1097553,2,2.481344
ISIC_0015124,251892,12039682,628881,238823,2,2.353263
ISIC_0015125,413565,5836140,95380,119527,3,2.503479
ISIC_0015127,664890,7057154,251037,224990,2,2.451861
ISIC_0015129,253539,5388809,129883,92397,2,2.491667
ISIC_0015130,409662,9446019,172798,193057,3,2.493902
ISIC_0015132,184593,14616016,497497,239223,2,2.453977
